,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
2848.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2849.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2850.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2851.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2852.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2853.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2854.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2855.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2856.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2857.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2858.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2859.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2860.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2861.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2862.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2863.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2864.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2865.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2866.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2867.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2868.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2869.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2870.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2871.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2872.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2873.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2874.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2875.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2876.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2877.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2878.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2879.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2880.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2881.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2882.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2883.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2884.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2885.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
2886.0,Ford Taurus,,2711,2409,2510,3475,2719,2556,2199,3036,2570,3329,3815,,3154,3115,3248,3394,2762,2681,2927,2903,2867,3665,3933,3418,4641,4680,3365,4101,2774,3079,3275,3414,3069,3338,3227,4365,5182,4707,3567,4022,3187,3648,3942,4050,4795,5249,4938,4416,4164,3399,3006,3748,3412,3775,4757,5216,6627,6715,6994,9076,4291,4305,3713.0,5411.0,4901.0,6027.0,5578.0,8177,7276,8818.0,7277.0,9511.0,5471,11513,,6904,5734,4889,5555,6710,6362,8328,7783,7211,7123,7776,,,4900.0,5438.0,4305.0,4991.0,4559.0,6674.0,6277.0,6262.0,5954.0,5620.0,2896.0
